brand,model,year,price,mileage,exterior_color,interior_color,fuel_type,engine,transmission,city_mpg,hwy_mpg
Kia, Optima EX,2016,16990,29786,Titanium Gray,Black,Gasoline,2.4L I4 DGI DOHC,6-Speed Automatic with Sportmatic,24,35
Kia, Optima EX,2015,16795,32169,Snow White Pearl,black,Gasoline,2.4L I4 DGI DOHC,6-Speed Automatic with Sportmatic,23,34
Kia, Optima LX,2015,14995,33013,Titanium Silver,Gray,Gasoline,2.4L I4 DGI DOHC,6-Speed Automatic with Sportmatic,23,34
Kia, Optima EX,2016,17495,33096,Ebony Black,Black,Gasoline,2.4L I4 DGI DOHC,6-Speed Automatic with Sportmatic,24,35
Kia, Optima Hybrid EX,2017,21999,33455,Snow White Pearl,GRAY,Hybrid,I4,6-Speed Automatic with Sportmatic,39,46
Kia, Forte EX,2016,14942,33790,Aurora Black,Black,Gasoline,2.0L I4 DOHC Dual CVVT,6-Speed Automatic,24,35
Kia, Optima Hybrid Base,2016,16999,34014,Snow White Pearl,black,Hybrid,2.4L I4 MPI Hybrid Electric DOHC,6-Speed Automatic with Sportmatic,36,40
Kia, Optima EX,2016,19999,35974,Ebony Black,black,Gasoline,2.4L I4 DGI DOHC,6-Speed Automatic with Sportmatic,24,35
Kia, Optima Hybrid Base,2015,14495,36045,Aluminum Silver Metallic,black,Hybrid,2.4L I4 MPI Hybrid Electric DOHC,6-Speed Automatic with Sportmatic,36,40
Kia, Optima LX,2016,13695,36063,Snow White Pearl,beige,Gasoline,2.4L I4 DGI DOHC,6-Speed Automatic with Sportmatic,24,35
Kia, Optima Hybrid Base,2016,14997,37469,Snow White Pearl,beige,Hybrid,2.4L I4 MPI Hybrid Electric DOHC,6-Speed Automatic with Sportmatic,36,40
Kia, Optima SXL Turbo,2016,20795,37907,Sangria,black,Gasoline,2.0L I4 DGI DOHC Turbocharged,6-Speed Automatic with Sportmatic,22,32
Kia, Optima LX,2016,13995,41994,Titanium Gray,Black,Gasoline,2.4L I4 DGI DOHC,6-Speed Automatic with Sportmatic,24,35
Kia, Optima Hybrid EX,2016,16495,44666,Aluminum Silver,black,Hybrid,2.4L I4 MPI Hybrid Electric DOHC,6-Speed Automatic with Sportmatic,35,39
Kia, Optima Plug-In Hybrid EX,2017,19136,46587,Snow White Pearl,black,Hybrid,I4,6-Speed Automatic with Sportmatic,,
Kia, Optima EX,2015,14595,46742,Satin Metal,beige,Gasoline,2.4L I4 DGI DOHC,6-Speed Automatic with Sportmatic,23,34
Kia, Optima LX,2017,14233,46749,Sangria,beige,Gasoline,2.4L I4 DGI DOHC,6-Speed Automatic with Sportmatic,25,36
Kia, Optima EX,2016,16495,53804,Snow White Pearl,gray,Gasoline,2.4L I4 DGI DOHC,6-Speed Automatic with Sportmatic,24,35
Kia, Optima LX,2016,14338,55831,Snow White Pearl,beige,Gasoline,2.4L I4 DGI DOHC,6-Speed Automatic with Sportmatic,24,35
Kia, Optima LX,2015,11292,74612,Sparkling Silver,Gray,Gasoline,2.4L I4 DGI DOHC,6-Speed Automatic with Sportmatic,23,34
Kia, Optima EX,2015,12391,86329,Platinum Graphite,beige,Gasoline,2.4L I4 DGI DOHC,6-Speed Automatic with Sportmatic,23,34
Kia, Optima Hybrid Base,2015,9995,88741,Snow White Pearl,black,Hybrid,2.4L I4 MPI Hybrid Electric DOHC,6-Speed Automatic with Sportmatic,36,40
Kia, Optima EX,2016,14995,10900,Snow White Pearl,Beige,Gasoline,2.4L 4 CYLINDER,6-Speed Automatic,24,35
Kia, Forte LX,2018,11480,26893,Black,Gray,Gasoline,2.0L 4 CYLINDER,Automatic,25,34
Kia, Forte LX,2017,10700,32329,Black,Black,Gasoline,2.0L 4 CYLINDER,Automatic,25,34
