brand,model,year,price,mileage,exterior_color,interior_color,fuel_type,engine,transmission,city_mpg,hwy_mpg
Nissan, Sentra SV,2013,11998,75580,Magnetic Gray,Black,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,30,39
Nissan, Sentra SV,2013,10599,86740,Magnetic Gray,Black,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,30,39
Nissan, Sentra 2.0,2011,8998,99102,Blue Onyx,Gray,Gasoline,2.0L I4 16V MPFI DOHC,6-Speed Manual,24,31
Nissan, Maxima S,2011,10599,113191,Metallic Slate,Black,Gasoline,3.5L V6 24V MPFI DOHC,Automatic CVT,19,26
Nissan, Versa 1.6 SV,2017,10995,13053,Silver,gray,Gasoline,1.6L I4,Automatic 4-Speed,31,39
Nissan, Altima 2.5 S,2015,10995,69785,Gray,gray,Gasoline,2.5L I4,CVT,27,38
Nissan, Sentra SR,2015,9995,85181,Blue,black,Gasoline,1.8L I4,CVT,29,39
Nissan, Altima 2.5 S,2013,8295,86482,Pearl White,Charcoal,Gasoline,2.5L I4 16V MPFI DOHC,Automatic CVT,27,38
Nissan, Maxima 3.5 Platinum,2017,23700,21450,Brilliant Silver,Charcoal,Gasoline,3.5L V6 DOHC 24V,CVT,21,30
Nissan, Versa 1.6 S+,2017,9776,42375,Brilliant Silver,Charcoal,Gasoline,1.6L I4 DOHC 16V,CVT with Xtronic,31,39
Nissan, Sentra SV,2015,9990,66615,Super Black,Charcoal,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,29,39
Nissan, Altima 2.5 SV,2017,12600,39965,Gun,Charcoal,Gasoline,I-4 cyl,Variable,27,39
Nissan, Sentra SR,2016,11995,55053,Red,Gray,Gasoline,1.8 L,Variable,29,38
Nissan, Sentra SV,2019,19022,3222,Brilliant Silver Metallic,Charcoal,Gasoline,1.8L 4-Cylinder DOHC 16V,CVT with Xtronic,29,37
Nissan, Sentra S,2017,13668,9208,Super Black,Charcoal,Gasoline,1.8L 4-Cylinder DOHC 16V,CVT with Xtronic,27,35
Nissan, Sentra SV,2017,15362,12001,Brilliant Silver,charcoal,Gasoline,1.8L 4-Cylinder DOHC 16V,CVT with Xtronic,29,37
Nissan, Altima 2.5 SR,2018,20000,13225,White,Black,Gasoline,2.5L 4-Cylinder DOHC 16V,CVT with Xtronic,26,37
Nissan, Sentra SR,2018,16649,21626,Super Black,charcoal,Gasoline,1.6L I4 Turbocharged DOHC 16V ULEV II 188hp,CVT with Xtronic,29,37
Nissan, Altima 2.5 SR,2017,17000,31626,Super Black,Charcoal,Gasoline,2.5L 4-Cylinder DOHC 16V,CVT with Xtronic,26,37
Nissan, Maxima 3.5 Platinum,2017,24506,38820,Gun Metallic,Charcoal,Gasoline,3.5L V6 DOHC 24V,CVT,21,30
Nissan, Sentra SR,2018,14465,13031,Super Black,Charcoal,Gasoline,1.8L DOHC 16-Valve 4-Cyl Engine,Automatic,29,37
Nissan, Altima 2.5 S,2015,14000,39227,Pearl White,Charcoal,Gasoline,2.5L I4 16V MPFI DOHC,Automatic CVT,27,38
Nissan, Altima 2.5 SL,2018,18900,43243,Pearl White,Charcoal,Gasoline,2.5L 4-Cylinder DOHC 16V,CVT with Xtronic,27,38
Nissan, Sentra SV,2017,15997,18598,Brilliant Silver,Charcoal,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,29,37
Nissan, Sentra S,2016,12555,51821,Cloud White,Charcoal,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,27,36
Nissan, Sentra SV,2016,11998,58384,Black,Charcoal,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,29,38
Nissan, Sentra S,2019,14099,12104,Brilliant Silver Metallic,Charcoal,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,27,35
Nissan, Sentra SV,2016,11199,18608,Gun Metallic,Charcoal,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,29,38
Nissan, Sentra S,2017,11099,25475,Cloud White,Charcoal,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,27,35
Nissan, Sentra S,2018,12599,29117,Fresh Powder,Charcoal,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,27,35
Nissan, Sentra SV,2016,10999,31872,Brilliant Silver,Charcoal,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,29,38
Nissan, Sentra SV,2017,10899,39082,Gun Metallic,Charcoal,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,29,37
Nissan, Altima 2.5 S,2017,12599,42028,Gun Metallic,Charcoal,Gasoline,2.5L I4 16V MPFI DOHC,Automatic CVT,27,39
Nissan, Sentra SV,2018,11799,46872,Gun Metallic,Charcoal,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,29,37
Nissan, Maxima 3.5 SL,2016,16495,47584,Brilliant Silver,Charcoal,Gasoline,3.5L V6 24V MPFI DOHC,Automatic CVT,22,30
Nissan, Altima 2.5 S,2016,11099,48160,Gun Metallic,Charcoal,Gasoline,2.5L I4 16V MPFI DOHC,Automatic CVT,27,39
Nissan, Sentra SV,2015,9199,51427,Aspen White,Marble Gray,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,29,39
Nissan, Sentra S,2017,11299,56478,Cloud White,Charcoal,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,27,35
Nissan, Altima 2.5 SV,2014,8099,71301,Brilliant Silver,Charcoal,Gasoline,2.5L I4 16V MPFI DOHC,Automatic CVT,27,38
Nissan, Sentra SV,2013,6199,94739,Super Black,Marble Gray,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,30,39
Nissan, Sentra SV,2018,13999,18023,Black,Gray,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,29,37
Nissan, Sentra SV,2018,13999,22415,Gun Metallic,Gray,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,29,37
Nissan, Sentra SV,2017,13500,23490,Silver,Gray,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,29,37
Nissan, Altima 2.5 S,2017,17999,27053,Silver,Black,Gasoline,2.5L I4 16V MPFI DOHC,Automatic CVT,27,39
Nissan, Sentra SV,2017,13500,27647,Gun Metallic,Gray,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,29,37
Nissan, Sentra SV,2018,12999,34919,Silver,Black,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,29,37
Nissan, Sentra SV,2013,7575,92000,Gray,Black,Gasoline,4-cylinder,Automatic,30,39
Nissan, Altima 2.5 SR,2017,17947,15579,Super Black,Sport Interior,Gasoline,Regular Unleaded I-4 2.5 L/152,1-Speed CVT w/OD,26,37
Nissan, Sentra SV,2017,14648,16293,Graphite Blue,Charcoal,Gasoline,Regular Unleaded I-4 1.8 L/110,1-Speed CVT w/OD,29,37
Nissan, Altima 2.5 S,2015,10995,56868,Brilliant Silver,Charcoal,Gasoline,2.5L I4 182hp 180ft. lbs.,Automatic,27,38
Nissan, Sentra SR,2015,9995,60136,Black,Charcoal,Gasoline,1.8L I4 130hp 128ft. lbs.,Automatic,29,39
Nissan, Maxima 3.5 SR,2016,16995,72202,Black,Charcoal,Gasoline,3.5L V6 24V MPFI DOHC,Automatic CVT,22,30
Nissan, Altima 2.5 S,2014,10995,74807,Brilliant Silver,Gray,Gasoline,2.5L I4 16V MPFI DOHC,Automatic CVT,27,38
Nissan, Sentra S,2015,10688,70931,Gun Metallic,Black,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,27,36
Nissan, Altima 2.5 SV,2014,11988,72727,Pearl White,Black,Gasoline,2.5L I4 16V MPFI DOHC,Automatic CVT,27,38
Nissan, Sentra SL,2014,10588,74763,Brilliant Silver,Black,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,30,39
Nissan, Sentra SV,2015,9588,97214,Amethyst Gray,Black,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,29,39
Nissan, Versa 1.6 SV,2014,6988,98853,Brilliant Silver,Gray,Gasoline,1.6L I4 16V MPFI DOHC,Automatic CVT,31,40
Nissan, Sentra SV,2015,9588,100805,Titanium,Black,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,29,39
Nissan, Altima 2.5 SR,2017,16999,16707,White,Black,Gasoline,2.5L 4 Cylinder Engine,Automatic,26,37
Nissan, Sentra S,2017,13995,21635,Black,Marble Gray,Gasoline,1.8L I4 16V MPFI DOHC,6-Speed Manual,27,35
Nissan, Maxima S,2012,10672,73105,Pearl White,Black,Gasoline,3.5L V6 DOHC 24V,Automatic,19,26
Nissan, Altima 2.5 S,2015,9813,79733,Black,Black,Gasoline,2.5L L4 DOHC 16V,Automatic,27,38
Nissan, Altima 2.5 S,2012,8205,85853,Black,Black,Gasoline,2.5L L4 DOHC 16V,Automatic,23,32
Nissan, Altima 2.5 S,2014,8762,92822,Black,Black,Gasoline,2.5L L4 DOHC 16V,Automatic,27,38
Nissan, Altima 2.5 SR,2017,15895,11286,Deep Blue Pearl,Sport Interior,Gasoline,2.5L 4-Cylinder DOHC 16V,CVT with Xtronic,26,37
Nissan, Versa 1.6 SV,2017,8480,47468,Black,Black,Gasoline,1.6L 4 CYLINDER,Automatic,31,39
Nissan, Altima 2.5 S,2017,11781,40610,Blue,Charcoal,Gasoline,2.5L I4 16V MPFI DOHC,Automatic Xtronic CVT,27,39
Nissan, Maxima 3.5 SV,2018,19201,42141,Brilliant Silver,Charcoal,Gasoline,3.5L V6 24V MPFI DOHC,Automatic CVT,21,30
Nissan, Versa 1.6 SV,2018,10411,42654,Fresh Powder,Charcoal,Gasoline,1.6L I4 16V MPFI DOHC,Automatic Xtronic CVT,31,39
Nissan, Altima 2.5 SV,2019,22888,1670,Storm Blue,Charcoal,Gasoline,2.5L I4 16V GDI DOHC,Automatic CVT,28,39
Nissan, Altima 2.5 SR,2019,Not Priced,4710,Brilliant Silver Metallic,Sport Interior,Gasoline,2.5L I4 16V GDI DOHC,Automatic CVT,25,35
Nissan, Versa 1.6 SV,2019,Not Priced,7966,Cloud White,Charcoal,Gasoline,1.6L I4 16V MPFI DOHC,Automatic CVT,31,39
Nissan, Altima 2.5 SV,2017,Not Priced,13662,Brilliant Silver,Charcoal,Gasoline,2.5L I4 16V MPFI DOHC,Automatic CVT,27,39
Nissan, Sentra SV,2018,14094,15023,Aspen White,Charcoal,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,29,37
Nissan, Sentra SV,2019,14555,15544,Black,Charcoal,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,29,37
Nissan, Sentra SV,2016,13888,24845,Khaki,Charcoal,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,29,38
Nissan, Sentra S,2018,12999,6549,Gun Metallic,Charcoal,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,27,35
Nissan, Sentra SV,2018,11599,14758,Red Alert,Charcoal,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,29,37
Nissan, Sentra S,2018,13599,15455,Gray,Charcoal,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,27,35
Nissan, Sentra SL,2016,13099,16302,Khaki,Gray,Gasoline,1.8L I4 16V MPFI DOHC,Automatic CVT,29,38
